City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,Longyearbyen,78.2186,15.6401,40.84,81,75,6.91,SJ,2022-09-05 17:34:16
271,Sao Miguel,-5.4667,-35.3667,79.57,73,57,19.75,BR,2022-09-05 17:34:16
272,Honningsvag,70.9821,25.9704,47.95,87,75,17.27,NO,2022-09-05 17:35:16
273,Wamba,8.9333,8.6,74.95,89,71,4.18,NG,2022-09-05 17:35:17
274,Lompoc,34.6391,-120.4579,97.7,40,0,3.44,US,2022-09-05 17:30:58
275,Port Lincoln,-34.7333,135.8667,53.28,79,50,11.7,AU,2022-09-05 17:35:17
276,Yaan,7.3833,8.5667,76.26,88,60,5.91,NG,2022-09-05 17:35:17
277,Marawi,7.9986,124.2928,68.16,94,100,2.13,PH,2022-09-05 17:35:17
278,San Carlos De Bariloche,-41.1456,-71.3082,58.75,26,0,9.22,AR,2022-09-05 17:35:18
279,Ahipara,-35.1667,173.1667,52.7,74,66,23.24,NZ,2022-09-05 17:35:18
280,Gizo,-8.103,156.8419,80.29,78,53,4.16,SB,2022-09-05 17:35:18
281,Cherskiy,68.75,161.3,36.97,93,100,7.45,RU,2022-09-05 17:35:19
282,Hirara,24.8,125.2833,83.73,82,100,17.87,JP,2022-09-05 17:35:19
283,Olga,43.7444,135.2892,63.25,99,100,3.78,RU,2022-09-05 17:35:19
284,Dhidhdhoo,6.8833,73.1,78.98,81,100,26.96,MV,2022-09-05 17:35:19
285,Rawlins,41.7911,-107.2387,82.35,17,0,5.75,US,2022-09-05 17:35:20
286,Mareeba,-17.0,145.4333,63.32,88,9,1.7,AU,2022-09-05 17:35:20
287,Kismayo,-0.3582,42.5454,75.16,80,1,16.71,SO,2022-09-05 17:35:20
288,La Grande,45.3246,-118.0877,77.02,32,29,5.48,US,2022-09-05 17:33:19
289,Tooele,40.5308,-112.2983,93.29,15,0,5.26,US,2022-09-05 17:35:21
290,Xining,36.6167,101.7667,48.6,60,3,3.0,CN,2022-09-05 17:35:21
291,Bethanien,-26.502,17.1583,59.63,26,0,10.36,NA,2022-09-05 17:35:21
292,Aasiaat,68.7098,-52.8699,40.32,81,100,29.68,GL,2022-09-05 17:35:22
293,Nara,34.6851,135.8049,81.91,62,95,5.28,JP,2022-09-05 17:35:22
294,Linxia,35.6003,103.2064,57.36,50,91,4.97,CN,2022-09-05 17:35:22
295,Camamu,-13.9447,-39.1039,78.17,53,6,9.04,BR,2022-09-05 17:35:22
296,Golden,39.7555,-105.2211,92.21,21,20,3.44,US,2022-09-05 17:35:23
297,Waingapu,-9.6567,120.2641,76.26,83,92,5.06,ID,2022-09-05 17:34:06
298,Watertown,42.3709,-71.1828,70.41,94,100,16.11,US,2022-09-05 17:31:59
299,Cuiluan,47.72,128.648,53.62,95,100,1.74,CN,2022-09-05 17:35:23
300,Stornoway,58.2093,-6.3865,67.03,78,20,4.61,GB,2022-09-05 17:35:23
301,Koumac,-20.5667,164.2833,68.65,74,100,12.59,NC,2022-09-05 17:35:24
302,Bethel,41.3712,-73.414,82.72,75,100,3.44,US,2022-09-05 17:35:24
303,Zhigansk,66.7697,123.3711,40.86,67,100,13.53,RU,2022-09-05 17:35:24
304,Manavalakurichi,8.1333,77.3,76.98,88,89,14.99,IN,2022-09-05 17:35:25
305,Murgab,37.4966,61.9714,84.07,26,0,6.91,TM,2022-09-05 17:35:25
306,Chesma,53.8111,60.6533,47.17,79,93,12.5,RU,2022-09-05 17:35:25
307,Vallenar,-28.5708,-70.7581,84.76,10,0,4.7,CL,2022-09-05 17:35:25
308,Angoche,-16.2325,39.9086,74.43,75,0,11.45,MZ,2022-09-05 17:35:26
309,Labuhan,-6.8844,112.2051,78.04,82,98,6.69,ID,2022-09-05 17:35:26
310,Tuatapere,-46.1333,167.6833,37.78,84,100,4.59,NZ,2022-09-05 17:35:26
311,Beidao,34.5686,105.8933,63.61,44,80,3.04,CN,2022-09-05 17:35:27
312,Siderno,38.2779,16.302,79.34,74,0,1.1,IT,2022-09-05 17:35:27
313,Banjarmasin,-3.3244,114.591,73.54,97,100,3.67,ID,2022-09-05 17:35:27
314,Buala,-8.145,159.5921,78.85,83,36,4.65,SB,2022-09-05 17:35:27
315,Te Anau,-45.4167,167.7167,28.87,93,93,0.31,NZ,2022-09-05 17:35:28
316,Atasu,48.6814,71.6433,76.53,23,49,6.46,KZ,2022-09-05 17:35:28
317,Kirakira,-10.4544,161.9205,77.41,87,55,4.92,SB,2022-09-05 17:36:28
318,Severodvinsk,64.5635,39.8302,48.31,88,99,8.1,RU,2022-09-05 17:36:29
319,Puerto Maldonado,-12.6,-69.1833,86.4,30,0,9.22,PE,2022-09-05 17:36:29
320,Novobirilyussy,56.9514,90.6661,45.16,77,90,5.19,RU,2022-09-05 17:36:29
321,Adre,13.4667,22.2,68.49,83,87,15.79,TD,2022-09-05 17:36:29
322,Eidfjord,60.4675,7.0719,64.26,62,60,4.85,NO,2022-09-05 17:36:30
323,Marzuq,14.4,46.4667,83.46,56,58,6.62,YE,2022-09-05 17:36:30
324,Foumban,5.7291,10.9001,64.2,96,100,4.12,CM,2022-09-05 17:36:30
325,Bastia,42.6667,9.3333,84.0,83,0,4.61,FR,2022-09-05 17:36:30
326,Lasa,46.6166,10.7002,72.48,86,58,0.63,IT,2022-09-05 17:36:31
327,Karaton,-6.3424,106.1045,73.74,93,95,0.54,ID,2022-09-05 17:36:31
328,Vardo,70.3705,31.1107,46.38,87,100,13.8,NO,2022-09-05 17:36:31
329,Grand-Lahou,5.1367,-5.0242,75.85,87,56,8.39,CI,2022-09-05 17:36:32
330,Bambanglipuro,-7.95,110.2833,75.92,90,99,5.44,ID,2022-09-05 17:36:32
331,Belaya Gora,68.5333,146.4167,38.73,71,100,8.52,RU,2022-09-05 17:36:32
332,Porto Nacional,-10.7081,-48.4172,96.8,17,12,5.61,BR,2022-09-05 17:36:32
333,Anchorage,61.2181,-149.9003,53.98,89,100,3.44,US,2022-09-05 17:33:43
334,Komsomolets,53.7453,62.0708,50.18,79,100,13.73,KZ,2022-09-05 17:36:33
335,Erin,36.3184,-87.6947,81.1,67,100,4.59,US,2022-09-05 17:36:33
336,Mehamn,71.0357,27.8492,46.35,87,75,19.57,NO,2022-09-05 17:36:33
337,Athabasca,54.7169,-113.2854,54.01,31,100,11.54,CA,2022-09-05 17:36:33
338,Isangel,-19.55,169.2667,73.36,91,100,5.79,VU,2022-09-05 17:36:34
339,Geraldton,-28.7667,114.6,55.81,88,75,8.05,AU,2022-09-05 17:36:34
340,Zalantun,48.0,122.7167,44.96,86,57,4.03,CN,2022-09-05 17:36:34
341,Cenotillo,20.9667,-88.6167,87.91,45,14,5.48,MX,2022-09-05 17:36:35
342,Lubu,23.1742,112.2809,79.65,65,98,1.88,CN,2022-09-05 17:36:35
343,Qaqortoq,60.7167,-46.0333,44.58,91,99,7.31,GL,2022-09-05 17:36:35
344,Tromso,69.6496,18.957,48.22,76,75,11.5,NO,2022-09-05 17:36:35
345,Margate,51.3813,1.3862,71.31,79,100,3.0,GB,2022-09-05 17:36:36
346,Vapnyarka,48.5348,28.7436,57.88,74,48,6.11,UA,2022-09-05 17:36:36
347,Faanui,-16.4833,-151.75,78.75,73,9,15.03,PF,2022-09-05 17:36:36
348,Ancud,-41.8697,-73.8203,53.22,74,100,12.06,CL,2022-09-05 17:36:36
349,Lata,40.1629,-8.3327,74.07,63,39,9.55,PT,2022-09-05 17:36:37
350,Vanimo,-2.6741,141.3028,78.01,88,82,5.08,PG,2022-09-05 17:36:37
351,Urumqi,43.801,87.6005,74.35,22,0,2.24,CN,2022-09-05 17:36:37
352,Changying,52.8733,123.3213,52.39,97,100,11.21,CN,2022-09-05 17:36:37
353,Eyl,7.9803,49.8164,77.0,78,27,22.32,SO,2022-09-05 17:36:38
354,Kudahuvadhoo,2.6708,72.8944,82.63,74,100,19.91,MV,2022-09-05 17:36:38
355,Sobolevo,54.4299,31.8996,42.64,83,91,6.6,RU,2022-09-05 17:36:38
356,Nanortalik,60.1432,-45.2371,44.06,93,100,7.29,GL,2022-09-05 17:36:38
357,Apricena,41.7839,15.4437,82.22,66,10,4.81,IT,2022-09-05 17:36:39
358,Havre-Saint-Pierre,50.2334,-63.5986,62.96,51,0,11.5,CA,2022-09-05 17:36:39
359,Hasaki,35.7333,140.8333,75.29,85,52,5.99,JP,2022-09-05 17:36:39
360,Luganville,-15.5333,167.1667,76.39,87,76,2.19,VU,2022-09-05 17:36:39
361,Edd,13.9297,41.6925,90.18,73,15,7.65,ER,2022-09-05 17:36:40
362,Amazar,53.858,120.875,54.12,96,95,8.86,RU,2022-09-05 17:36:40
363,Kloulklubed,7.0419,134.2556,77.5,72,59,5.17,PW,2022-09-05 17:36:40
364,Bongandanga,1.5,21.05,76.15,78,97,3.31,CD,2022-09-05 17:37:41
365,Beinamar,8.6698,15.3813,71.85,93,48,2.68,TD,2022-09-05 17:37:41
366,Ambon,-3.6954,128.1814,77.23,15,40,3.44,ID,2022-09-05 17:32:56
367,Guerrero Negro,27.9769,-114.0611,81.61,70,5,13.06,MX,2022-09-05 17:37:41
368,Nelson,-41.2833,173.2833,38.28,61,14,1.01,NZ,2022-09-05 17:34:45
369,Lucapa,-8.4192,20.7447,78.84,48,73,1.92,AO,2022-09-05 17:37:41
370,Woodward,36.4337,-99.3904,85.96,39,0,10.36,US,2022-09-05 17:37:42
371,Itarema,-2.9248,-39.9167,84.61,62,19,21.09,BR,2022-09-05 17:37:42
372,Kaihua,23.3687,104.28,60.96,75,58,3.96,CN,2022-09-05 17:37:42
373,Batagay-Alyta,67.8006,130.4114,33.94,70,0,4.09,RU,2022-09-05 17:37:43
374,Ulagan,50.6321,87.9563,53.6,79,48,0.72,RU,2022-09-05 17:37:43
375,Norman Wells,65.282,-126.8329,50.04,76,100,20.71,CA,2022-09-05 17:37:43
376,Kibala,9.1104,18.3463,82.35,74,20,0.0,TD,2022-09-05 17:37:44
377,Meulaboh,4.1363,96.1285,76.73,83,100,1.99,ID,2022-09-05 17:37:44
378,Wajir,1.7471,40.0573,84.16,42,0,0.0,KE,2022-09-05 17:37:44
379,College,64.8569,-147.8028,50.07,88,75,0.0,US,2022-09-05 17:37:44
380,Paris,48.8534,2.3488,84.97,58,75,12.66,FR,2022-09-05 17:36:57
381,Kosovo Polje,42.6394,21.0961,67.96,82,0,4.61,XK,2022-09-05 17:37:45
382,Benbrook,32.6732,-97.4606,88.0,62,20,6.91,US,2022-09-05 17:37:45
383,Puerto Madero,14.7208,-92.4215,86.2,66,75,0.0,MX,2022-09-05 17:37:45
384,Shimoda,34.6667,138.95,76.1,81,20,5.57,JP,2022-09-05 17:37:46
385,Laranjeiras Do Sul,-25.4078,-52.4161,57.88,87,97,2.8,BR,2022-09-05 17:37:46
386,Gari,59.4307,62.3497,38.43,89,70,4.59,RU,2022-09-05 17:37:46
387,Ondjiva,-17.0667,15.7333,87.84,11,0,5.75,AO,2022-09-05 17:37:46
388,Wielun,51.221,18.5696,61.9,38,99,9.28,PL,2022-09-05 17:37:47
389,Acajutla,13.5928,-89.8275,81.79,79,97,5.44,SV,2022-09-05 17:37:47
390,Muhos,64.808,25.9931,49.78,85,98,4.5,FI,2022-09-05 17:37:47
391,Prainha,-1.8,-53.48,95.86,35,58,4.72,BR,2022-09-05 17:37:47
392,Irituia,-1.7711,-47.4381,87.84,52,51,4.45,BR,2022-09-05 17:37:48
393,Det Udom,14.906,105.0784,76.82,94,94,3.67,TH,2022-09-05 17:37:48
394,Tianpeng,30.9866,103.9393,66.67,60,36,4.25,CN,2022-09-05 17:37:48
395,Gawler,-34.6,138.7333,52.21,73,99,6.87,AU,2022-09-05 17:37:49
396,Cabo San Lucas,22.8909,-109.9124,93.61,71,40,3.44,MX,2022-09-05 17:37:49
397,Cairns,-16.9167,145.7667,67.95,85,100,5.75,AU,2022-09-05 17:37:50
398,Vilyuysk,63.7553,121.6247,43.3,96,100,4.88,RU,2022-09-05 17:37:50
399,Kapit,2.0167,112.9333,72.12,99,100,2.13,MY,2022-09-05 17:37:50
400,Tres Arroyos,-38.3739,-60.2798,75.74,20,0,16.35,AR,2022-09-05 17:37:50
401,Cowra,-33.8333,148.6833,40.86,86,66,5.12,AU,2022-09-05 17:37:51
402,San Cristobal,7.7669,-72.225,80.78,43,79,8.41,VE,2022-09-05 17:37:51
403,Paamiut,61.994,-49.6678,40.08,99,100,3.36,GL,2022-09-05 17:37:51
404,Le Port,-20.9373,55.2919,71.6,69,55,5.48,RE,2022-09-05 17:37:51
405,Snezhnogorsk,69.1933,33.2531,46.18,90,100,25.05,RU,2022-09-05 17:37:52
406,Taoudenni,22.6783,-3.9836,107.94,12,62,6.35,ML,2022-09-05 17:37:52
407,Mitsamiouli,-11.3847,43.2844,73.69,68,20,12.66,KM,2022-09-05 17:38:52
408,Olbia,40.9214,9.4856,82.45,69,0,9.22,IT,2022-09-05 17:38:53
409,Namibe,-15.1961,12.1522,64.36,87,18,2.64,AO,2022-09-05 17:38:53
410,Warrnambool,-38.3833,142.4833,44.64,85,96,9.66,AU,2022-09-05 17:38:53
411,Nola,40.922,14.5329,82.31,68,3,4.83,IT,2022-09-05 17:38:53
412,North Bend,43.4065,-124.2243,71.92,85,40,8.05,US,2022-09-05 17:38:54
413,Bataipora,-22.2953,-53.2711,75.16,44,75,4.41,BR,2022-09-05 17:38:54
414,Esperance,-33.8667,121.9,55.24,90,84,11.61,AU,2022-09-05 17:38:54
415,Port Stanley,-51.7,-57.85,57.49,78,100,13.22,FK,2022-09-05 17:38:54
416,Bubaque,11.2833,-15.8333,80.78,76,80,8.19,GW,2022-09-05 17:38:55
417,Dingle,10.9995,122.6711,76.55,93,100,4.68,PH,2022-09-05 17:38:55
418,Rognan,67.0953,15.3878,51.94,83,81,4.94,NO,2022-09-05 17:38:55
419,Burgeo,47.6167,-57.6152,68.04,77,60,10.98,CA,2022-09-05 17:38:56
420,Raudeberg,61.9875,5.1352,61.47,57,55,11.65,NO,2022-09-05 17:38:56
421,Ermelo,-26.5333,29.9833,62.62,22,47,4.03,ZA,2022-09-05 17:38:56
422,Coahuayana,18.7333,-103.6833,83.43,72,100,4.12,MX,2022-09-05 17:38:56
423,Aleppo,36.25,37.5,80.67,56,0,11.95,SY,2022-09-05 17:38:57
424,Deputatskiy,69.3,139.9,33.37,78,100,2.51,RU,2022-09-05 17:38:57
425,Erzin,36.9559,36.2,77.05,88,12,3.78,TR,2022-09-05 17:38:57
426,Jining,35.405,116.5814,67.75,80,0,4.85,CN,2022-09-05 17:38:57
427,Ararat,39.8317,44.7049,82.74,31,0,6.53,AM,2022-09-05 17:38:58
428,Xiaolingwei,32.0333,118.85,67.98,85,0,1.95,CN,2022-09-05 17:38:58
429,Champoton,19.35,-90.7167,90.01,50,100,2.39,MX,2022-09-05 17:38:58
430,Manokwari,-0.8667,134.0833,78.33,73,39,2.51,ID,2022-09-05 17:38:58
431,Katangli,51.7102,143.2326,57.47,80,100,5.5,RU,2022-09-05 17:38:59
432,Tilichiki,60.4667,166.1,34.09,78,5,7.02,RU,2022-09-05 17:38:59
433,San Policarpo,12.1791,125.5072,81.19,82,100,7.56,PH,2022-09-05 17:38:59
434,Namatanai,-3.6667,152.4333,77.23,80,90,6.67,PG,2022-09-05 17:39:00
435,Naze,28.3667,129.4833,77.92,88,100,23.38,JP,2022-09-05 17:39:00
436,Miri,4.4148,114.0089,73.54,88,40,4.61,MY,2022-09-05 17:39:00
437,Paredon,16.0333,-93.8667,81.77,75,100,3.33,MX,2022-09-05 17:39:01
438,Yelizovo,53.1873,158.3805,55.54,76,75,11.18,RU,2022-09-05 17:39:01
439,Hamilton,39.1834,-84.5333,82.26,80,75,8.05,US,2022-09-05 17:35:53
440,Klyuchi,52.2667,79.1667,63.32,28,94,6.24,RU,2022-09-05 17:39:01
441,Aklavik,68.2191,-135.0107,39.43,84,100,23.15,CA,2022-09-05 17:39:02
442,Sitka,57.0531,-135.33,55.29,88,100,3.44,US,2022-09-05 17:39:02
443,Clermont,49.5,2.4167,71.24,68,100,11.48,FR,2022-09-05 17:39:02
444,Akhmim,26.5622,31.745,90.79,23,0,10.6,EG,2022-09-05 17:39:03
445,Esso,55.9333,158.7,44.35,96,100,1.97,RU,2022-09-05 17:39:03
446,Rawson,-43.3002,-65.1023,80.44,13,89,22.08,AR,2022-09-05 17:39:03
447,Sistranda,63.7256,8.834,60.76,74,1,6.51,NO,2022-09-05 17:39:03
448,Merauke,-8.4667,140.3333,76.75,90,96,10.25,ID,2022-09-05 17:39:04
449,Erattupetta,9.7,76.7833,75.33,99,100,1.9,IN,2022-09-05 17:39:04
450,Ulaangom,49.9811,92.0667,56.39,41,36,2.71,MN,2022-09-05 17:39:04
451,Beringovskiy,63.05,179.3167,39.2,87,100,8.7,RU,2022-09-05 17:39:04
452,Kyshtovka,56.555,76.6271,47.5,96,100,0.65,RU,2022-09-05 17:39:05
453,Sohag,26.557,31.6948,90.7,24,0,10.96,EG,2022-09-05 17:39:05
454,Hailar,49.2,119.7,37.04,78,11,4.61,CN,2022-09-05 17:39:05
455,Nova Vicosa,-17.8919,-39.3719,73.56,74,92,15.19,BR,2022-09-05 17:39:06
456,Cap Malheureux,-19.9842,57.6142,69.48,76,4,13.0,MU,2022-09-05 17:39:06
457,Alot,23.7667,75.55,74.75,83,51,6.82,IN,2022-09-05 17:40:06
458,Udachnyy,66.4167,112.4,39.45,86,100,10.83,RU,2022-09-05 17:40:06
459,Yumen,40.2833,97.2,67.05,17,0,6.89,CN,2022-09-05 17:40:07
460,Logan,41.7355,-111.8344,95.11,31,0,3.44,US,2022-09-05 17:37:13
461,Bojnurd,37.4747,57.329,73.35,21,0,2.3,IR,2022-09-05 17:40:07
462,Lixourion,38.2019,20.4314,82.4,61,20,2.3,GR,2022-09-05 17:40:08
463,San Luis Obispo,35.3666,-120.5343,91.11,26,0,0.0,US,2022-09-05 17:40:08
464,West Wendover,40.7391,-114.0733,87.01,15,0,3.44,US,2022-09-05 17:40:08
465,Zuwarah,32.9312,12.082,84.76,68,6,14.27,LY,2022-09-05 17:40:09
466,Yatou,37.15,122.3833,64.81,86,78,7.52,CN,2022-09-05 17:40:09
467,Paragominas,-2.9667,-47.4833,90.61,41,62,7.4,BR,2022-09-05 17:40:09
468,Porto Novo,6.4965,2.6036,78.62,83,58,7.67,BJ,2022-09-05 17:40:10
469,Leningradskiy,69.3833,178.4167,32.13,99,100,4.61,RU,2022-09-05 17:40:10
470,Coquimbo,-29.9533,-71.3436,60.53,72,0,12.66,CL,2022-09-05 17:39:58
471,Numaligarh,26.6333,93.75,76.08,96,98,2.24,IN,2022-09-05 17:40:10
472,Banda Aceh,5.5577,95.3222,79.81,81,100,11.72,ID,2022-09-05 17:40:11
473,Owando,-0.4819,15.8999,75.63,80,100,4.09,CG,2022-09-05 17:40:11
474,Lethem,3.3803,-59.7968,87.42,61,92,0.56,GY,2022-09-05 17:40:11
475,Alta Floresta,-9.8756,-56.0861,102.02,21,14,10.36,BR,2022-09-05 17:40:11
476,Kamenka,51.3223,42.7678,50.45,47,96,6.87,RU,2022-09-05 17:40:12
477,Kavaratti,10.5669,72.642,77.5,91,100,26.75,IN,2022-09-05 17:40:12
478,Bad Doberan,54.1071,11.9005,66.97,59,86,18.97,DE,2022-09-05 17:40:12
479,Bokoro,12.3807,17.0568,80.85,68,91,5.46,TD,2022-09-05 17:40:13
480,Umm Kaddadah,13.6017,26.6876,91.09,36,35,8.14,SD,2022-09-05 17:40:13
481,Nagato,34.3833,131.2,81.57,82,100,44.72,JP,2022-09-05 17:40:13
482,Tautira,-17.7333,-149.15,77.16,76,6,14.34,PF,2022-09-05 17:40:14
483,Staryy Nadym,65.6118,72.6842,41.41,85,100,14.32,RU,2022-09-05 17:40:14
484,Imbituba,-28.24,-48.6703,68.86,70,79,11.27,BR,2022-09-05 17:40:14
485,Caarapo,-22.6342,-54.8222,75.07,43,54,3.36,BR,2022-09-05 17:40:15
486,Eureka,40.8021,-124.1637,56.01,68,28,7.43,US,2022-09-05 17:35:22
487,Harrisonburg,38.4496,-78.8689,77.81,83,100,3.36,US,2022-09-05 17:40:15
488,Mizdah,31.4451,12.9801,92.48,20,6,11.32,LY,2022-09-05 17:40:15
489,Klaksvik,62.2266,-6.589,58.12,97,85,18.84,FO,2022-09-05 17:40:16
490,Sabang,5.8933,95.3214,82.26,78,100,17.74,ID,2022-09-05 17:40:16
491,Partyzany,46.3314,34.7503,62.58,35,9,2.68,UA,2022-09-05 17:40:16
492,Hay River,60.8156,-115.7999,60.78,55,75,19.57,CA,2022-09-05 17:40:17
493,Paita,-5.0892,-81.1144,68.11,75,97,10.42,PE,2022-09-05 17:40:17
494,Kabompo,-13.5927,24.2008,76.15,22,10,5.03,ZM,2022-09-05 17:40:17
495,Alamosa,37.4695,-105.87,71.58,37,0,3.44,US,2022-09-05 17:40:17
496,Hervey Bay,-25.2986,152.8535,60.84,73,89,10.67,AU,2022-09-05 17:40:18
497,Burns Lake,54.2331,-125.7533,49.42,44,66,11.77,CA,2022-09-05 17:40:18
498,Arlit,18.7369,7.3853,103.06,14,5,3.74,NE,2022-09-05 17:40:18
499,Semnan,35.5729,53.3971,85.84,8,0,2.3,IR,2022-09-05 17:40:18
500,Gweta,-20.1833,25.2333,75.52,13,0,2.39,BW,2022-09-05 17:40:19
501,Xunchang,28.4543,104.715,70.25,67,74,2.53,CN,2022-09-05 17:40:19
502,Bayan,46.0833,127.4,53.65,89,100,6.06,CN,2022-09-05 17:40:19
503,Busembatia,0.7697,33.6131,64.47,90,42,3.98,UG,2022-09-05 17:40:20
504,Lagunas,-5.2269,-75.6753,93.09,33,36,6.31,PE,2022-09-05 17:41:20
505,Uglegorsk,49.0833,142.0333,60.69,88,100,6.55,RU,2022-09-05 17:41:20
506,Severnoye,56.3491,78.3619,48.58,90,100,2.13,RU,2022-09-05 17:41:21
507,Manlleu,42.0023,2.2848,81.36,66,0,7.0,ES,2022-09-05 17:41:21
508,Along,28.1667,94.7667,71.83,89,98,1.05,IN,2022-09-05 17:41:21
509,Nhulunbuy,-12.2333,136.7667,66.81,94,13,4.61,AU,2022-09-05 17:41:21
510,Axim,4.8699,-2.2405,75.97,86,61,7.52,GH,2022-09-05 17:41:22
511,Price,39.5994,-110.8107,89.11,16,0,3.44,US,2022-09-05 17:38:03
512,Killybegs,54.6333,-8.45,65.91,76,74,22.84,IE,2022-09-05 17:41:22
513,Rio Grande,-32.035,-52.0986,68.11,68,1,8.72,BR,2022-09-05 17:41:22
514,Sooke,48.3746,-123.7276,68.09,69,20,2.57,CA,2022-09-05 17:41:23
515,Soubre,5.7856,-6.6083,76.03,92,47,3.98,CI,2022-09-05 17:41:23
516,Ocean City,39.2776,-74.5746,91.02,71,100,4.0,US,2022-09-05 17:40:21
517,Kodiak,57.79,-152.4072,49.51,87,0,0.0,US,2022-09-05 17:41:23
518,Ouango,4.3133,22.5552,71.83,93,92,2.53,CF,2022-09-05 17:41:23
519,Brae,60.3964,-1.353,57.85,91,100,19.19,GB,2022-09-05 17:41:24
520,Noyon,49.5833,3.0,72.25,84,99,7.94,FR,2022-09-05 17:41:24
521,San Pedro,14.35,121.0167,81.36,89,75,1.14,PH,2022-09-05 17:41:16
522,Okhotsk,59.3833,143.3,47.97,84,33,3.85,RU,2022-09-05 17:41:24
523,Jacareacanga,-6.2222,-57.7528,105.46,17,28,3.65,BR,2022-09-05 17:41:25
524,Plettenberg Bay,-34.0527,23.3716,57.2,64,6,20.33,ZA,2022-09-05 17:41:25
525,Sao Filipe,14.8961,-24.4956,79.27,81,100,3.02,CV,2022-09-05 17:41:25
526,Dongsheng,39.8161,109.9776,52.77,25,0,7.43,CN,2022-09-05 17:41:25
527,Havoysund,70.9963,24.6622,48.43,89,100,24.0,NO,2022-09-05 17:41:26
528,Fortuna,40.5982,-124.1573,55.74,52,24,7.07,US,2022-09-05 17:41:26
529,Fare,-16.7,-151.0167,78.31,72,6,14.94,PF,2022-09-05 17:41:26
530,Mokhsogollokh,61.4681,128.9203,48.81,61,100,6.8,RU,2022-09-05 17:41:27
531,Santa Maria,-29.6842,-53.8069,65.5,59,0,10.36,BR,2022-09-05 17:38:17
532,Tual,-5.6667,132.75,80.17,82,99,15.79,ID,2022-09-05 17:41:27
533,Lorengau,-2.0226,147.2712,80.71,73,45,7.81,PG,2022-09-05 17:41:27
534,Kantunilkin,21.0917,-87.45,96.58,36,14,6.22,MX,2022-09-05 17:41:27
535,Deep River,46.1001,-77.4995,66.94,32,17,5.35,CA,2022-09-05 17:41:28
536,Shingu,33.7333,135.9833,78.15,90,100,9.64,JP,2022-09-05 17:41:28
537,Chon Buri,13.3,101.3,84.51,96,100,3.83,TH,2022-09-05 17:41:28
538,Berlevag,70.8578,29.0864,46.4,87,100,28.77,NO,2022-09-05 17:41:28
539,Kuytun,54.3419,101.5036,51.1,94,100,2.19,RU,2022-09-05 17:41:29
540,Ratangarh,28.0833,74.6,87.03,47,1,11.32,IN,2022-09-05 17:41:29
541,Murakami,38.2333,139.4833,71.87,89,100,6.33,JP,2022-09-05 17:41:29
542,Nome,64.5011,-165.4064,48.27,88,100,8.05,US,2022-09-05 17:41:30
